what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416810420
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui.toggle.comment",1356416824873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1356416834952
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416837391
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416843235
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416843235
closed,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1356416846780
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416846800
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416846811
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416846820
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356416846826
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1356416846835
closed,editor,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor",1356416846852
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356416848240
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356416854525
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356416857188
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1356416858333
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1356416860633
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356416861142
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356416862194
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356416862312
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1356416864540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356416865867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356416875104
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1356416875113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356416898403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417183516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417187365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417223606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1356417223611
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1356417225141
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1356417225142
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1356417228570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417231353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417239476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417308780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417310397
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417329800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417337655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417397718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417400563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417402152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417408273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417420504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417436344
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.synchronize",1356417440667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417440933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417442398
opened,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.sync.views.SynchronizeView",1356417442642
opened,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.GenericHistoryView",1356417442667
activated,perspective,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.TeamSynchronizingPerspective",1356417442680
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356417442690
activated,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.sync.views.SynchronizeView",1356417442734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417458847
error,log,,,"同步 SVNStatusSubscriber 时报告了错误。1 中的 0 个资源已经同步。",1356417462006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417463860
opened,editor,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.CompareEditor",1356417478696
activated,editor,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.CompareEditor",1356417478762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417479063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417479472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417482540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1356417484104
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1356417489428
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1356417489429
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1356417489441
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1356417489473
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1356417489497
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1356417489509
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356417491234
closed,editor,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare.CompareEditor",1356417491234
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1356417492068
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356417562958
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1356417567272
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356417567272
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1356417588191
